linear_mps,angular_rad_s
0.061003676703549836,0.5339699954977429
0.13055759404133585,0.5849173753652626
0.15688099519424564,0.504655171030346
0.18128149509931613,0.6400929993778219
0.1889305383237833,0.4882071790241574
0.1932305102709027,0.5269675927245175
0.19954908215894748,0.5779837870908123
0.23646300218239388,0.5055978446711156
0.22171185930522652,0.30098373932788475
0.2275710858004721,0.30969408562271417
0.2327239095962843,0.10118398259016906
0.19957203613718155,-0.23076532146321324
0.2507967342871233,0.13404195023237264
0.239749946732142,0.2506485163138669
0.2569541809306765,0.11201507668490826
0.2593971199914342,0.1066319397592167
0.24191187589302177,0.02820128486105205
0.21825617173298195,-0.36281673205698645
0.22864076463540703,-0.2423632403290715
0.20227434484238524,-0.605305977306663
0.2571550823043175,0.0644788874103861
0.22836261899444005,0.049832154727552085
0.2557140597239859,0.06617115091568938
0.26286124181371523,0.10901670076687142
0.14369842832095436,0.06173910125955879
0.2313114721053478,-0.49867212928979426
0.2537173244240055,-0.3873244434415759
0.2382084083061006,0.2034742051573688
0.22208934253104226,0.12930307136081381
0.23576912497861802,-0.061560680934194485
0.2971380397181783,0.1778817740062273
0.25036962010709063,0.055725087386997746
0.2414308973590218,-0.0075000792838255115
0.25645122469545484,0.2368771225808443
0.2696960349255566,0.043935449054312826
