linear_mps,angular_rad_s
-0.04691086743569747,0.5200351842974931
0.04408714862719645,0.3879439699696112
0.048125315820041016,0.4641652122554527
0.09790156495926847,0.5729290286063651
0.17387436939024403,0.5744492156709597
0.12870413386624238,0.48994055798080943
0.1950035368256431,0.5017811688539067
0.1947078006752512,0.5479965467135797
0.2460929426220112,0.5149110011437024
0.247748087596181,0.45306827892717355
0.20979088164663112,0.2667858107878864
0.2603264341059486,0.2747355435738548
0.27355109183429455,0.1195991659182766
0.27377760163125303,0.08644725285083896
0.23369298461950538,-0.005818905947927791
0.2584857264878533,-0.050897977923750434
0.24257652686627776,-0.06855625898930867
0.11271240243035548,-0.03083302926514135
0.20749003614888964,-0.0726842921442188
0.190901063541129,0.041234658291059156
0.2815013716581428,-0.08372424326771905
0.27103205414787646,-0.05693257741738126
0.23580932152161907,-0.060787273003175504
0.2655352494826284,0.02025728583131304
0.24126623231548872,0.04799590169625982
0.25329861771576967,-0.010207971783221923
0.2701214150403979,0.1738109971482429
0.2819474930242122,0.0706237909727919
0.24136039700902517,-0.08693015033678905
0.25206271063490493,-0.07554628545158476
0.2619115744267953,-0.08146837933311964
0.24512227382751217,-0.07385248861838117
0.2500007212338385,0.1384411149161512
0.23641150771284886,-0.13025423184712498
0.20702135680098138,-0.03819349086624098
0.17397319807053319,-0.515073411960525
0.25498582722087865,0.16301022558348685
0.22192489159757367,0.1781687238721801
0.29655968651390247,0.09924536130793014
0.1682474167764398,-0.8395427613962998
0.2601527144343915,-0.030800279747033966
0.24824878800262926,0.21107327310971535
0.1826810229215807,-0.4061165953571908
0.2307893912135784,-0.5011334136198533
0.22308961719681095,-0.21960246246765086
0.2732746295323419,-0.12846125294187385
0.247776596385394,-0.18632235783282589
0.26723197568394597,-0.46856259661661837
0.2489932462394586,-0.6344881358125362
0.260699326960881,-0.4910493449943113
0.2064897569563413,-0.3637352613728988
0.12396424532199164,-0.06284275067123095
0.12793083019370563,-0.7926040054802896
0.2621461676858573,0.1188226144267992
0.2578969722273601,0.025697166762660675
0.2503714244604996,-0.09202051566201415
0.22323306063655357,0.018589130650554328
0.23622013991507113,0.007469680193136454
0.24393176988812038,-0.21962439635311032
0.2256562213062749,-0.2981281668242667
0.2589342608475682,-0.2315395984461035
0.07751409404752801,-0.5866118759377964
0.10391026731452724,-0.6542305194801944
0.25337353384097516,-0.1418555627198559
0.2828019332278031,-0.0686231804393446
0.24088449742613205,-0.06991445315166235
0.2347730160060051,-0.39224014911760396
0.2357991121599229,-0.3262361295705081
0.20911427932764537,-0.6022698397873304
0.22484321371415408,-0.388911963197973
0.1289353175640922,-0.09431614551820285
0.22664000720107963,-0.38121811695767327
0.2542094671771769,-0.26326044175701996
0.26624146532602333,-0.17765846604611046
0.09581177773736395,0.13722326729419682
0.2949055623443664,-0.16010397837912302
0.22499140949066124,-0.14314608075584645
0.2802088503772437,-0.08885437340788696
0.20904504278821523,-0.15551151748901657
0.23943851248657766,-0.04589935432150843
0.25005691229653737,-0.01779013084745805
0.24209135896916695,0.001380178588820724
0.2312042896577765,-0.010538681464601692
0.25195818144013926,-0.006914711821606169
0.2692014384892179,-0.07710603325761545
0.2234067940831829,-0.04024389611196248
0.24254818598730937,-0.02914864974516686
0.2471572521548043,-0.067843897799817
0.2352827848994744,0.02614529495177144
0.21401221148229876,0.07162905364727337
0.24140761558968354,0.003520309767052726
0.2864050791959618,0.29527211927469277
0.22014042140169704,0.1179144416955287
0.1513824545439238,0.711572772491431
0.23298076830911768,-0.00714937772942735
0.0679474486137546,0.9
0.25399912149648896,-0.08344100142092566
