linear_mps,angular_rad_s
0.22768194876455128,0.03021793167524945
0.20970094308132717,-0.08182470599562665
0.2538070513665034,-0.005472100389899794
0.25161303940325647,0.035561798469734604
0.2559946966644858,0.007445853116369897
0.2838549421551748,0.09347718797624623
0.1640330320843632,-0.3122226579345135
0.2621150205521972,0.14980015046570522
0.257539105132139,-0.044548851034028815
0.2258151227607213,0.002268662281675042
0.24260978200213582,0.004795346495418441
0.23538741889291698,-0.013734267389340873
0.24138255540216103,0.11906438698720087
0.24608589670627962,0.08326187571713775
0.26175756184610405,0.01745566074037993
0.23531133446520158,0.07603606905147017
0.27902036943860914,0.00043304632145207966
0.2619120484819322,-0.10321664929416907
0.13096925899645118,0.30270717516867285
0.26612852981299473,-0.14170524728309056
0.217323814948891,-0.07501811167837909
0.25285973642075804,-0.06480349189316312
0.12381220302279711,-0.4573138742829993
0.06101885404805237,-0.04102459690297673
0.2617086705226934,0.11714298174527374
0.2540365661653696,0.07824514005471896
0.23368952973710752,0.02640201499295125
0.13657261103043447,-0.00956101529937788
0.23206596698052143,0.03757083434495253
0.09642667714766107,0.4661308615695017
0.22558312022880267,-0.03435485019496449
0.24807504335587804,-0.016961989529459022
0.25255404407459947,-0.08519731587005482
0.23382170731613722,0.054988289041630924
0.2427034563330497,-0.05405291434370093
0.23467538468281413,-0.11395243805630463
0.27683877541900775,-0.026158231836326457
0.24942047237946605,-0.07029815577373391
0.2489766282963506,-0.025860129743232374
0.24858982913489094,0.5537096367737475
0.26804835741451927,-0.21895491425500208
0.26058276444049944,-0.066960317536891
0.20714441608593628,-0.11424359219888171
0.23563906836976717,-0.10676199961573425
0.24231223401289087,0.04025360416073178
0.26569639733168376,0.004608283196812661
0.22363757387189034,-0.0676039336472554
0.2838318898459264,-0.03408511208507743
0.27068559473805776,0.07754152531926298
0.23537316825702143,0.03686839466376104
0.25657159180016675,-0.05782792639416626
0.24189244202047977,0.06754296990202248
0.2601889221616738,-0.12274823978878896
0.17056284923046786,0.2670303841497083
0.2502981002460167,-0.15918885458844956
0.22600846712792216,-0.05157724109916647
0.0871789209410323,-0.11271643287983478
0.21555528275210667,0.10603867050033723
0.2243402838202495,0.06162457034585868
0.267957363990335,0.03171869087818254
0.2523440082632723,-0.05415189301552362
0.25015993378173557,-0.039740346747310355
0.24375312186486606,-0.0852306015849145
0.1704069963329475,-0.09123459200890967
0.17648378209157287,-0.433084078690141
0.2401566191281882,0.23423241868678468
0.254128140220539,0.06987856626943828
0.2381157696376225,0.15469625355240918
0.23652536793986623,0.01897236749969805
0.26061366774892136,0.07101211680293407
0.2555672292875956,-0.016717473317383984
0.2545974894179036,-0.025341421036761957
0.2632773059627636,-0.010824441886487166
0.25923038934740306,0.22014509912160818
0.28458503321660145,0.01440736702612496
0.26565229739656154,0.12004565812602574
0.24012830610160096,-0.15749642219850724
0.12011419239803406,0.16706153792685074
0.23373433817840383,-0.06641227112740129
0.2787638299252967,-0.022126192624864656
0.09496879353006699,0.011898471521014593
0.26507762128892765,-0.11290941421178824
0.25544364885158627,0.04632298429958552
0.18323928651764307,-0.8243646560193144
0.10620652978830512,-0.3222695381007702
0.2178297919594184,0.49801584467330534
